Class Name,Class Type,Available,Demand,Schedule
Physics 106.1 MBCD-3,1,18,0,M 8-11AM lab NIP F104
Physics 106.1 MIJK-1,1,18,0,M 1-4PM lab NIP F106
Physics 106.1 MIJK-2,1,18,0,M 1-4PM lab NIP F108
Physics 106.1 MIJK-3,1,18,0,M 1-4PM lab NIP F101
Physics 107 TWHFR,1,25,0,T 8:30-9:45AM disc NIP R211; WThF 8:30-9:45AM lec NIP R211
Physics 107.1 MBCD,1,18,0,M 8-11AM lab NIP F102
Physics 108 TWHFR-1,1,30,0,T 8:30-9:45AM disc NIP F201; WThF 8:30-9:45AM lec NIP F201
Physics 108 TWHFR-2,1,30,0,T 8:30-9:45AM disc NIP F202; WThF 8:30-9:45AM lec NIP F202
Physics 117 TWHFU-1,1,22,0,TWThF 10-11:15AM lec NIP R211
Physics 117 TWHFU-2,1,22,0,TWThF 10-11:15AM lec NIP R109
Physics 117 TWHFV,1,22,0,TWThF 11:30AM-12:45PM lec NIP R201
Physics 126 ML-WFY-1,1,30,0,M 4-5PM lec NIP R109; WF 4-5:30PM lec NIP R109
Physics 126 ML-WFY-2,1,30,0,M 4-5PM lec NIP R210; WF 4-5:30PM lec NIP R210
Physics 131 THR,1,20,0,TTh 8:30-10AM lec NIP R201
Physics 132 THR-1,1,30,0,TTh 8:30-10AM lec NIP R109
Physics 132 THR-2,1,30,0,TTh 8:30-10AM lec NIP R210
Physics 142 WFR-1,1,31,0,WF 8:30-10AM lec NIP R109
Physics 142 WFR-2,1,31,0,WF 8:30-10AM lec NIP R210
Physics 151 THV-1,1,43,0,TTh 11:30AM-1PM lec NIP R109
Physics 151 THV-2,1,43,0,TTh 11:30AM-1PM lec NIP R210
Physics 161 THY,1,36,0,TTh 4-5:30PM lec CS AUDI
Physics 165 THU,1,64,0,TTh 10-11:30AM lec NIP LP101
Physics 170 WFX,1,30,0,WF 2:30-4PM lec NIP R211
Physics 191 WFV-THX-1,1,18,0,WF 11:30AM-12:30PM lec NIP LP101; TTh 1-4PM lab NIP R206
Physics 191 WFV-THX-2,1,17,0,WF 11:30AM-12:30PM lec NIP LP101; TTh 1-4PM lab NIP F105
Physics 191 WFV-THX-3,1,17,0,WF 11:30AM-12:30PM lec NIP LP101; TTh 1-4PM lab NIP F105
Physics 191 WFV-WFX-1,1,16,0,WF 11:30AM-12:30PM lec NIP R109; WF 1-4PM lab NIP R206
Physics 191 WFV-WFX-2,1,16,0,WF 11:30AM-12:30PM lec NIP R109; WF 1-4PM lab NIP F105
Physics 196 MI-1,1,11,0,M 1-2PM seminar NIP F207
Physics 196 MI-2,1,11,0,M 1-2PM seminar NIP F210
Physics 196 MI-3,1,10,0,M 1-2PM seminar NIP F209
Physics 196 MI-4,1,10,0,M 1-2PM seminar NIP F208
Physics 196 MI-5,1,10,0,M 1-2PM seminar NIP F206
Physics 196 MI-6,1,10,0,M 1-2PM seminar NIP F205
Physics 196 TZ,1,10,0,T 5:30-6:30PM seminar NIP F201
Physics 199 M1,1,1,0,M 2-5PM lec TBA
Physics 199 S6,1,1,0,M 2-5PM lec TBA
Physics 199 S7,1,1,0,M 2-5PM lec TBA
Physics 202.2 WFX,1,10,0,WF 2:30-4PM lec NIP R210
Physics 203.2 WFU,1,10,0,WF 10-11:30AM lec NIP R210
Physics 204.6 WFX,1,15,0,WF 2:30-4PM lec NIP R109
Physics 205 THU,1,10,0,TTh 10-11:30AM lec NIP R210
Physics 232 THY,1,30,0,TTh 4-5:30PM lec NIP F210
Physics 242 WFY,1,30,0,WF 4-5:30PM lec NIP F206
Physics 245 WFY,1,10,0,WF 4-5:30PM lec NIP R211
Physics 251 WFZ,1,30,0,WF 5:30-7PM lec NIP F207
Physics 272 THZ,1,10,0,TTh 5:30-7PM lec NIP F202
Physics 285 THY,1,10,0,TTh 4-5:30PM lec NIP F209
Physics 290 MLGraduate Colloquium (second-time takers),1,15,0,M 4-5PM seminar NIP F209
Physics 290 MMGraduate Colloquium (first-time takers),1,10,0,M 5-6PM seminar NIP F209
Physics 296 MG,1,10,0,M 12-1PM disc NIP F210
Physics 296 MN,1,10,0,M 6-7PM disc NIP F210
Physics 305 THYComputational Plasma Physics,1,15,0,TTh 4-5:30PM lec NIP R201
Physics 305 WFZComputational Imaging,1,15,0,WF 5:30-7PM lec NIP F210
Physics 312 WFZ,1,10,0,WF 5:30-7PM lec NIP F201
Physics 313 THY,1,11,0,TTh 4-5:30PM lec NIP F208
Physics 325 SCDE,1,10,0,S 9AM-12PM lec NIP F208
Plan 201 A,1,13,0,S 9AM-12PM lec SURP ROOM 9
Plan 201 B,1,13,0,Th 6-9PM lec TBA
Plan 201 C,1,12,0,M 6-9PM lec SURP ROOM 1
Plan 203 A,1,12,0,M 6-9PM lec SURP ROOM 9
Plan 203 B,1,13,0,S 2-5PM lec SURP ROOM 1
Plan 203 C,1,12,0,S 9AM-12PM lec SURP ROOM 10
Plan 205 A,1,15,0,F 6-9PM lec CMPH1
Plan 210 A,1,17,0,F 6-9PM lec SURP ROOM 3
Plan 210 B,1,20,0,T 6-9PM lec TBA
Plan 210 C,1,17,0,S 9AM-12PM lec TBA
Plan 210 D,1,20,0,M 6-9PM lec TBA
Plan 210 E,1,15,0,T 6-9PM lec TBA
Plan 210.1 A,1,23,0,Th 2-5PM lab TBA
Plan 210.1 B,1,21,0,T 6-9PM lab TBA
Plan 210.1 C,1,20,0,F 6-9PM lab TBA
Plan 214 A,1,16,0,F 6-9PM lec TBA
Plan 214 B,1,17,0,M 6-9PM lec TBA
Plan 214 C,1,16,0,W 6-9PM lec TBA
Plan 214 D,1,20,0,T 6-9PM lec TBA
Plan 222 A,1,20,0,S 2-5PM lec SURP ROOM 2
Plan 229 AMainstreaming CDRA in Physical and Development Planning,1,15,0,F 6-9PM lec SURP ROOM 10
Plan 231 A,1,15,0,T 6-9PM lec CMPH1
Plan 232 A,1,16,0,M 6-9PM lec CMPH1
Plan 239 ASpatial Analysis and Planning for Metropolitan Areas,1,15,0,W 6-9PM disc SURP ROOM 1
Plan 239 BResults-Based Monitoring and Evaluation,1,15,0,Th 6-9PM disc SURP ROOM 10
Plan 240 A,1,17,0,W 6-9PM lec TBA
Plan 241 A,1,15,0,T 6-9PM disc TBA
Plan 242 A,1,15,0,S 2-5PM lec SURP ROOM 2
Plan 249 AAnalytical Tools in Public Works Project Planning & Development,1,15,0,Th 6-9PM disc TBA
"Plan 249 BBuilding Competitive Cities thru Infrastructure Development: a Close Look at Build, Build, Build",1,15,0,T 6-9PM disc TBA
Plan 250 A,1,15,0,Th 6-9PM lec SURP ROOM 9
Plan 253 A,1,20,0,W 6-9PM lec TBA
"Plan 259 AIntermodal Logistics Network System and City Logistics, Critical Transport Infrastructure and Humanitarian Logistics",1,15,0,S 2-5PM disc SURP ROOM 3
Plan 259 BSpatial Analysis and GIS in Transportation Planning,1,18,0,M 6-9PM disc SURP ROOM 3
Plan 280 A,1,18,0,Th 6-9PM lec SURP ROOM 1
Plan 289 APublic-Private Partnership in Environmental Planning,1,20,0,W 6-9PM lec TBA
"Plan 289 BBiodiversity, Ecosystem Services and Human Well-Being: Imperatives for Sustainable Development",1,16,0,S 9AM-12PM lec TBA
Plan 299 A,1,16,0,F 6-9PM lec SURP ROOM 9
Plan 299 B,1,16,0,W 6-9PM lec SURP ROOM 9
Plan 299 C,1,16,0,T 6-9PM lec SURP ROOM 3
Plan 299 D,1,12,0,M 6-9PM lec TBA
Plan 299 E,1,20,0,S 2-5PM lec TBA
Plan 399 A,1,15,0,S 9AM-12PM lec TBA
Port 10 THU,1,15,0,TTh 10-11:30AM lec TBA
Psych 101 THQ,1,20,0,TTh 7-8:30AM lec LH 304
Psych 101 THR,1,20,0,TTh 8:30-10AM lec LH 207
Psych 101 THR-1,1,20,0,TTh 8:30-10AM lec LH 304
Psych 101 THU,1,20,0,TTh 10-11:30AM lec LH 207
Psych 101 THW,1,21,0,TTh 1-2:30PM lec LH 303
Psych 101 THZ,1,25,0,TTh 5:30-7PM lec LH 202
Psych 101 WFQ,1,20,0,WF 7-8:30AM lec LH 201
Psych 101 WFR,1,20,0,WF 8:30-10AM lec LH 207
Psych 101 WFR-1,1,20,0,WF 8:30-10AM lec LH 201
Psych 101 WFU,1,20,0,WF 10-11:30AM lec LH 203
Psych 101 WFU-1,1,20,0,WF 10-11:30AM lec LH 303
Psych 101 WFV,1,20,0,WF 11:30AM-1PM lec LH 203
Psych 101 WFV-1,1,20,0,WF 11:30AM-1PM lec LH 207
Psych 101 WFW,1,20,0,WF 1-2:30PM lec LH 207
Psych 101 WFX,1,20,0,WF 2:30-4PM lec LH 302
Psych 101 WFX-1,1,20,0,WF 2:30-4PM lec LH 202
Psych 101 WFZ,1,25,0,WF 5:30-7PM lec LH 202
Psych 103 THW,1,20,0,TTh 1-2:30PM lec LH 207
Psych 108 THX,1,20,0,TTh 2:30-4PM lec LH 303
Psych 108 THY,1,25,0,TTh 4-5:30PM lec LH 309
Psych 108 WFR,1,25,0,WF 8:30-10AM lec LH 309
Psych 108 WFU,1,20,0,WF 10-11:30AM lec LH 207
Psych 110 MCJ,1,21,0,M 9AM-4PM lec LH 313-315
Psych 110 THWX,1,20,0,TTh 1-4:30PM lab LH 202
Psych 110 WFRU,1,20,0,WF 8:30AM-12PM lec LH 304
Psych 110 WFWX,1,20,0,WF 1-4:30PM lec LH 304
Psych 110 WFWX-1,1,20,0,WF 1-4:30PM lec LH 205
Psych 115 THWX,1,16,0,TTh 1-4PM lec LH 301
Psych 115 TThDEG,1,16,0,TTh 10AM-1PM lec LH 301
Psych 115 TThXY,1,16,0,TTh 2:30-5:30PM lec LH 203
Psych 115 WFIJK,1,16,0,WF 1-4PM lec LH 301
Psych 115 WFWX,1,16,0,WF 1-4PM lab LH 201
Psych 118 TThRUV,1,15,0,TTh 8:30AM-1PM lec LH 313-315
Psych 118 TThWXY,1,15,0,TTh 1-5:30PM lec LH 313-315
Psych 118 WFRDE,1,15,0,WF 8:30AM-1PM lec LH 301
Psych 118 WFWXY,1,15,0,WF 1-5:30PM lec LH 303
Psych 124 MIJK,1,25,0,M 1-4PM lec LH 201
Psych 124 SIJK,1,25,0,S 1-4PM lec LH 201
Psych 124 THU,1,25,0,TTh 10-11:30AM lec LH 201
Psych 124 WFZ,1,25,0,WF 5:30-7PM lec LH 309
Psych 140 THW,1,20,0,TTh 1-2:30PM lec LH 302
Psych 140 THX,1,20,0,TTh 2:30-4PM lec LH 201
Psych 148 THUV,1,20,0,TTh 10AM-1PM lec LH 303
Psych 148 TThXY,1,20,0,TTh 2:30-5:30PM lec LH 205
Psych 148 WFXY,1,20,0,WF 2:30-5:30PM lec LH 203
Psych 150 MIJK,1,20,0,M 1-4PM lec LH 309
Psych 150 WFR,1,20,0,WF 8:30-10AM lec LH 205
Psych 150 WFU,1,20,0,WF 10-11:30AM lec LH 205
Psych 153 THY,1,20,0,TTh 4-5:30PM lec LH 304
Psych 153 WFW,1,20,0,WF 1-2:30PM lec LH 203
Psych 155 SIJK,1,25,0,S 1-4PM lec LH 304
Psych 155 THU,1,15,0,TTh 10-11:30AM lec LH 205
Psych 155 THW,1,15,0,TTh 1-2:30PM lec LH 205
Psych 160 WFUV,1,20,0,WF 10AM-1PM lec LH 313-315
Psych 160 WFWX,1,20,0,WF 1-4PM lec LH 313-315
Psych 162 THUV,1,15,0,TTh 10AM-1PM lec LH 302
Psych 162 THXY,1,15,0,TTh 2:30-5:30PM lec LH 302
Psych 162 WFUV,1,15,0,WF 10AM-1PM lec LH 302
Psych 163 THRU,1,20,0,TTh 8:30-11:30AM lec LH 202
Psych 163 WFRU,1,20,0,WF 8:30-11:30AM lec LH 202
Psych 163 WFVW,1,15,0,WF 11:30AM-2:30PM lec LH 202
Psych 170 THU,1,20,0,TTh 10-11:30AM lec LH 203
Psych 170 THV,1,20,0,TTh 11:30AM-1PM lec LH 309
Psych 170 WFX,1,15,0,WF 2:30-4PM lec LH 207
Psych 180 THU,1,20,0,TTh 10-11:30AM lec LH 304
Psych 180 THW,1,20,0,TTh 1-2:30PM lec LH 201
Psych 180 WFU,1,20,0,WF 10-11:30AM lec LH 201
Psych 195 THWPositive Psychology,1,25,0,TTh 1-2:30PM lec LH 203
Psych 202 SCDEOccupational Health Psychology,1,10,0,S 9AM-12PM lec TBA
Psych 203 WZQ,1,15,0,W 5:30-8:30PM lec TBA
Psych 204 MZQ,1,10,0,M 5:30-8:30PM lec TBA
Psych 204 TZQ,1,10,0,T 5:30-8:30PM lec TBA
Psych 205 ThZQ,1,10,0,Th 5:30-8:30PM lec TBA
Psych 205 WZQ,1,10,0,W 5:30-8:30PM lec TBA
Psych 206 TZQ,1,10,0,T 5:30-8:30PM lec TBA
Psych 208 MZQ,1,10,0,M 5:30-8:30PM lec TBA
Psych 209 MThZQ,1,10,0,MTh 5:30-8:30PM lab TBA
Psych 210 TNOP,1,10,0,T 5-8PM lec TBA
Psych 212 SCDE,1,10,0,S 9AM-12PM lec TBA
Psych 212 ThZQ,1,10,0,Th 5:30-8:30PM lec TBA
Psych 220 FZQ,1,12,0,F 5:30-8:30PM lec TBA
Psych 220 WZQ,1,10,0,W 5:30-8:30PM lec TBA
Psych 225 SIJKL,1,10,0,S 1:30-4:30PM lec TBA
Psych 251 FZQPositive Psychology,1,10,0,F 5:30-8:30PM lec TBA
Psych 252 ThZQ,1,12,0,Th 5:30-8:30PM lec TBA
Psych 253 TZQ,1,10,0,T 5:30-8:30PM lec TBA
Psych 261 MZQTransdiagnostic Approach to Clinical Assessment and Intervention,1,10,0,M 5:30-8:30PM lec TBA
Psych 264 FZQ,1,10,0,F 5:30-8:30PM lec TBA
Psych 265 TZQ,1,10,0,T 5:30-8:30PM lec TBA
Psych 266 MZQ,1,8,0,M 5:30-8:30PM lec TBA
Psych 267 TZQ,1,8,0,T 5:30-8:30PM lec TBA
Psych 271 TZQDigital Media and Child Development,1,10,0,T 5:30-8:30PM lec TBA
Psych 276 WZQ,1,12,0,W 5:30-8:30PM lec TBA
Psych 277 TThZQ,1,10,0,S 9AM-12PM lec TBA; Th 5:30-8:30PM lab TBA
Psych 279 FZQ,1,10,0,F 5:30-8:30PM lec TBA
Psych 280 TZQSocial Cognition,1,10,0,T 5:30-8:30PM seminar TBA
Psych 281 FZQDissecting Disinformation,1,10,0,F 5:30-8:30PM lec TBA
Psych 283 ThZQ,1,10,0,Th 5:30-8:30PM lec TBA
Psych 291 AJG WZQ,1,5,0,W 5:30-8:30PM res TBA
Psych 291 DAS TZQ,1,5,0,T 5:30-8:30PM res TBA
Psych 291 JAY TZQ,1,5,0,Th 5:30-8:30PM res TBA
Psych 291 LBO FCDE,1,5,0,F 9AM-12PM res TBA
Psych 298.1 WZQ,1,10,0,W 5:30-8:30PM prac TBA
Psych 298.3 VVB THZQ,1,5,0,Th 5:30-8:30PM prac TBA
Psych 298.3 WABC,1,5,0,W 7-10AM prac TBA
Psych 299 JRC MZQ,1,7,0,M 5:30-8:30PM res TBA
Psych 303 WZQExistential Therapy,1,10,0,W 5:30-8:30PM lec TBA
Psych 367 ThZQ,1,10,0,Th 5:30-8:30PM lec TBA
Psych 398.1 WZQ,1,5,0,W 5:30-8:30PM prac TBA
Psych 398.2 FZQ,1,5,0,F 5:30-8:30PM prac TBA
ROTC Mil Sci 2 SBCDE,1,50,0,S 8AM-12PM lec TBA
ROTC Mil Sci 2 SBCDE-1,1,100,0,S 8AM-12PM lec TBA
ROTC Mil Sci 2 SBCDE-2,1,100,0,S 8AM-12PM lec TBA
ROTC Mil Sci 2 SBCDE-3,1,100,0,S 8AM-12PM lec TBA
ROTC Mil Sci 2 SBCDE-4,1,100,0,S 8AM-12PM lec TBA
ROTC Mil Sci 2 SBCDE-5,1,50,0,S 8AM-12PM lec TBA
ROTC Mil Sci 32 SBCDE,1,10,0,S 8AM-12PM lec TBA
ROTC Mil Sci 42 SBCDE,1,10,0,S 8AM-12PM lec TBA
Russ 10 WFQ,1,15,0,WF 7-8:30AM lec TBA
Russ 10 WFR,1,15,0,WF 8:30-10AM lec TBA
SD 303 THZQ,1,10,0,Th 5:30-8:30PM disc TBA
SD 304 TZQ,1,10,0,T 5:30-8:30PM disc TBA
SD 311 MZQ,1,10,0,M 5:30-8:30PM lec TBA
SD 399 WZQ,1,10,0,W 5:30-8:30PM lec TBA
SEA 30 THU,1,25,0,TTh 10-11:30AM lec CIS - Classroom C
SEA 30 THX,1,25,0,TTh 2:30-4PM lec CIS - Classroom C
SEA 30 THY,1,25,0,TTh 4-5:30PM lec CIS - Classroom C
SEA 30 WFU,1,25,0,WF 10-11:30AM lec CIS - Classroom C
SEA 30 WFX,1,25,0,WF 2:30-4PM lec CIS - Classroom C
SEA 30 WFY,1,26,0,WF 4-5:30PM lec CIS - Classroom C
SFA 17 X,1,15,0,WF 2:30-5:30PM lab TBA
SFA 17 Y,1,15,0,WF 11:30AM-2:30PM lab TBA
SFA 17 Z,1,14,0,TTh 11:30AM-2:30PM lab TBA
SFA 21 X,1,17,0,WF 8:30-11:30AM lec TBA
SFA 21 Y,1,20,0,TTh 2:30-5:30PM lec TBA
SFA 21 Z,1,15,0,TTh 8:30-11:30AM lec TBA
SFA 23 X,1,16,0,TTh 8:30-11:30AM lec TBA
SFA 23 Y,1,15,0,WF 11:30AM-2:30PM lec TBA
SFA 23 Z,1,21,0,TTh 2:30-5:30PM lec TBA
SFA 25 X,1,22,0,WF 2:30-5:30PM lec TBA
SFA 25 Y,1,15,0,WF 8:30-11:30AM lec TBA
SFA 25 Z,1,21,0,WF 11:30AM-2:30PM lec TBA
SFA 31 V,1,20,0,TTh 8:30-11:30AM studio TBA
SFA 41 W,1,20,0,WF 8:30-11:30AM studio TBA
SFA 101 Z,1,20,0,TTh 8:30-11:30AM lec TBA
SFA 103 X,1,10,0,WF 11:30AM-2:30PM lec TBA
SFA 121 Z,1,20,0,TTh 11:30AM-2:30PM lec TBA
SFA 131 RP,1,15,0,WF 11:30AM-2:30PM studio TBA
SFA 133 IP,1,12,0,WF 2:30-5:30PM studio TBA
SFA 141 SC,1,12,0,WF 2:30-5:30PM studio TBA
SFA 143 SP,1,10,0,WF 11:30AM-2:30PM studio TBA
SFA 145 CM,1,10,0,TTh 8:30-11:30AM studio TBA
SFA 181 W - 1,1,20,0,WF 10-11:30AM lec TBA
SFA 191 X,1,11,0,TTh 11:30AM-2:30PM lec TBA
SFA 191 Y,1,7,0,TTh 11:30AM-2:30PM lec TBA
SFA 191 Z,1,9,0,WF 2:30-5:30PM lec TBA
SFA 193 ACART CONSERVATION TECHNIQUES II,1,12,0,TTh 8:30-11:30AM lec TBA
SFA 193 EAElectronic Art :Screen-based II,1,12,0,TTh 2:30-5:30PM lec TBA
SFA 193 IAInteractive Art: Creative Coding,1,12,0,TTh 11:30AM-2:30PM lec TBA
SFA 193 SA-1SOUND ART: DIGITAL,1,12,0,WF 11:30AM-2:30PM lec TBA
SFA 193 WWatercolor,1,16,0,WF 2:30-5:30PM lec TBA
SOSC 3 THR,1,20,0,TTh 8:30-10AM lec TBA
SS 102 MIK,1,26,0,M 1-4PM lab TBA
SS 102 THR,1,26,0,TTh 8:30-10AM lab TBA
SS 102 THR-1,1,25,0,TTh 8:30-10AM lab TBA
SS 102 WFQ,1,33,0,WF 7-8:30AM lab TBA
SS 103 MCE,1,25,0,M 9AM-12PM lec TBA
SS 103 SBD,1,25,0,S 8-11AM lec TBA
SS 103 THU,1,25,0,TTh 10-11:30AM lec TBA
SS 103 THU-1,1,25,0,TTh 10-11:30AM lec TBA
SS 103 WFR,1,25,0,WF 8:30-10AM lec TBA
SS 103 WFU,1,25,0,WF 10-11:30AM lec TBA
SS 104 THU,1,25,0,TTh 10-11:30AM lec TBA
SS 104 THW,1,25,0,TTh 1-2:30PM lec TBA
SS 104 WFW,1,25,0,WF 1-2:30PM lec TBA
SS 105 SCE,1,25,0,S 9AM-12PM lec TBA
SS 105 THW,1,27,0,TTh 1-2:30PM lec CSWCD 106
SS 105 WFU,1,25,0,WF 10-11:30AM lec TBA
SS 110 THW,1,26,0,TTh 1-2:30PM lab TBA
SS 110 THX,1,25,0,TTh 2:30-4PM lab TBA
SS 110 WFU,1,25,0,WF 10-11:30AM lab TBA
SS 110 WFV,1,25,0,WF 11:30AM-1PM lab TBA
SS 111 THW,1,25,0,TTh 1-2:30PM lab TBA
SS 111 WFU,1,25,0,WF 10-11:30AM lab TBA
SS 111 WFV,1,25,0,WF 11:30AM-1PM lab TBA
SS 120 THU,1,25,0,TTh 10-11:30AM lab TBA
SS 120 THV,1,25,0,TTh 11:30AM-1PM lab TBA
SS 120 WFX,1,25,0,WF 2:30-4PM lab TBA
SS 121 WFW,1,26,0,WF 1-2:30PM lab TBA
SS 121 WFX,1,26,0,WF 2:30-4PM lab TBA
SS 121 WFY,1,25,0,WF 4-5:30PM lab TBA
SS 130 SBD,1,25,0,S 8-11AM lab TBA
SS 130 THY,1,25,0,TTh 4-5:30PM lab TBA
SS 130 WFW,1,27,0,WF 1-2:30PM lab TBA
SS 130 WFY,1,25,0,WF 4-5:30PM lab TBA
SS 140 THU,1,25,0,TTh 10-11:30AM lec TBA
SS 140 THX,1,25,0,TTh 2:30-4PM lec TBA
SS 140 THZ,1,25,0,TTh 5:30-7PM lec TBA
SS 141 THR,1,25,0,TTh 8:30-10AM lab TBA
SS 141 THU,1,25,0,TTh 10-11:30AM lab TBA
SS 150 THR,1,25,0,TTh 8:30-10AM lab TBA
SS 150 THY,1,25,0,TTh 4-5:30PM lab TBA
SS 150 THZ,1,25,0,TTh 5:30-7PM lab TBA
SS 150 WFR,1,25,0,WF 8:30-10AM lab TBA
SS 151 MLN,1,20,0,M 4-7PM lec TBA
SS 151 WFX,1,20,0,WF 2:30-4PM lec TBA
SS 151 WFX-1,1,20,0,WF 2:30-4PM lec TBA
SS 152 THW,1,25,0,TTh 1-2:30PM lab TBA
SS 152 THX,1,25,0,TTh 2:30-4PM lab TBA
SS 152 WFV,1,25,0,WF 11:30AM-1PM lab TBA
SS 152 WFW,1,25,0,WF 1-2:30PM lab TBA
SS 160 THU,1,25,0,TTh 10-11:30AM lab TBA
SS 160 THX,1,25,0,TTh 2:30-4PM lab TBA
SS 161 THV,1,25,0,TTh 11:30AM-1PM lab TBA
SS 161 THW,1,25,0,TTh 1-2:30PM lab TBA
SS 161 WFX,1,25,0,WF 2:30-4PM lab TBA
SS 170 SEI,1,20,0,S 11AM-2PM lec TBA
SS 170 THR,1,20,0,TTh 8:30-10AM lec TBA
SS 170 THU,1,20,0,TTh 10-11:30AM lec TBA
SS 170 THY,1,21,0,TTh 4-5:30PM lec TBA
SS 170 WFY,1,21,0,WF 4-5:30PM lec TBA
SS 171 THW,1,25,0,TTh 1-2:30PM lec TBA
SS 171 THX,1,25,0,TTh 2:30-4PM lec TBA
SS 171 WFW,1,25,0,WF 1-2:30PM lec TBA
SS 171 WFW-1,1,20,0,WF 1-2:30PM lec TBA
SS 181 WFR,1,25,0,WF 8:30-10AM lab TBA
SS 181 WFU,1,25,0,WF 10-11:30AM lab TBA
SS 191 THU,1,25,0,TTh 10-11:30AM lab TBA
SS 191 THX,1,25,0,TTh 2:30-4PM lab TBA
SS 191 WFX,1,26,0,WF 2:30-4PM lab TBA
SS 197 MIK,1,20,0,M 1-4PM prac TBA
SS 197 MIK-1,1,20,0,M 1-4PM prac TBA
SS 199 THY,1,10,0,TTh 4-5:30PM lab TBA
SS 199 THY-1,1,10,0,TTh 4-5:30PM lab TBA
SS 199 THY-2,1,10,0,TTh 4-5:30PM lab TBA
SS 199 THY-3,1,10,0,TTh 4-5:30PM lab TBA
STS 1 SCD,1,68,0,S 7-10AM lec CS AUDI
STS 1 SWX,1,86,0,S 1-4PM lec CS AUDI
STS 1 THQ,1,54,0,TTh 7-8:30AM lec SS Lecture Hall 1
STS 1 THR,1,89,0,TTh 8:30-10AM lec EEEI VLC
STS 1 THR-1,1,100,0,TTh 8:30-10AM lec CS AUDI
STS 1 THU,1,61,0,TTh 10-11:30AM lec CS AUDI
STS 1 THU-1,1,81,0,TTh 10-11:30AM lec IB 117
STS 1 THV,1,60,0,TTh 11:30AM-1PM lec CS AUDI
STS 1 THW,1,78,0,TTh 1-2:30PM lec CS AUDI
STS 1 THX,1,100,0,TTh 2:30-4PM lec CS AUDI
STS 1 THY,1,85,0,TTh 4-5:30PM lec IB 117
STS 1 WFQ,1,60,0,WF 7-8:30AM lec CS AUDI
STS 1 WFR,1,100,0,WF 8:30-10AM lec CS AUDI
STS 1 WFR-1,1,90,0,WF 8:30-10AM lec EEEI VLC
STS 1 WFU,1,100,0,WF 10-11:30AM lec CS AUDI
STS 1 WFV,1,109,0,WF 11:30AM-1PM lec CS AUDI
STS 1 WFX,1,105,0,WF 2:30-4PM lec CS AUDI
STS 1 WFY,1,33,0,WF 4-5:30PM lec IESM 103
STS 1 WFY-1,1,60,0,WF 4-5:30PM lec CS AUDI
STS 1 WFY-2,1,54,0,WF 4-5:30PM lec CS AUDI
SW 110 WFU1,1,25,0,WF 10-11:30AM lec TBA
SW 110 WFU2,1,25,0,WF 10-11:30AM lec TBA
SW 120 FWX1,1,25,0,F 1-4PM disc TBA
SW 120 FWX2,1,25,0,F 1-4PM disc TBA
SW 121 WWX1,1,25,0,W 1-4PM lec TBA
SW 121 WWX2,1,25,0,W 1-4PM lec TBA
SW 130 TRU1,1,35,0,T 8:30-11:30AM lec TBA
SW 132 THW1,1,25,0,TTh 1-2:30PM disc TBA
SW 132 THW2,1,25,0,TTh 1-2:30PM disc TBA
SW 134 SRUV,1,25,0,S 9AM-12PM lec TBA
SW 134 SWX,1,25,0,S 1-4PM lec TBA
SW 141 TWX1,1,25,0,T 1-4PM lec TBA
SW 141 TWX2,1,25,0,T 1-4PM lec TBA
SW 143 FWX3,1,25,0,F 1-4PM lec TBA
SW 143 FWX4,1,25,0,F 1-4PM lec TBA
SW 143 THXY1,1,25,0,Th 2:30-5:30PM lec TBA
SW 143 THXY2,1,25,0,Th 2:30-5:30PM lec TBA
SW 145 THRU,1,40,0,Th 8:30-11:30AM lec TBA
SW 146 WWX1,1,25,0,W 1-4PM lec TBA
SW 146 WWX2,1,25,0,W 1-4PM lec TBA
SW 150 FIP,1,25,0,MTWThF 8AM-5PM field TBA
SW 151 FIP,1,30,0,MTWThF 8AM-5PM field TBA
SW 198 SRUV,1,25,0,S 9AM-12PM lec TBA
SW 198 SWX,1,25,0,S 1-4PM lec TBA
SW 199.2 FWX1,1,22,0,F 1-4PM disc TBA
SW 199.2 FWX2,1,22,0,F 1-4PM disc TBA
SW 201 WZQ,1,10,0,W 5:30-8:30PM lec TBA
SW 202 WZQ1,1,10,0,W 5:30-8:30PM lec TBA
SW 210 FZQ,1,10,0,F 5:30-8:30PM lec TBA
SW 211 WZQ,1,10,0,W 5:30-8:30PM disc TBA
SW 215 SZQ,1,10,0,S 5:30-8:30PM disc TBA
SW 220 MZQ,1,10,0,M 5:30-8:30PM disc TBA
SW 225 TZQ,1,15,0,T 5:30-8:30PM disc TBA
SW 226 THZQ,1,10,0,Th 5:30-8:30PM disc TBA
SW 235 WZQ,1,10,0,W 5:30-8:30PM disc TBA
SW 253 WZQ,1,10,0,W 5:30-8:30PM lec TBA
SW 256 TZQ,1,10,0,T 5:30-8:30PM disc TBA
SW 290 THZQ,1,15,0,Th 5:30-8:30PM res TBA
Shop 7 MRU,1,15,0,M 8:30-11:30AM lab ME SHOP
Shop 7 MWX,1,15,0,M 1-4PM lab ME SHOP
Shop 7 WWX,1,15,0,W 1-4PM lab ME SHOP
Soc Sci 1 SCDE,1,25,0,S 9AM-12PM lec LH 304
Soc Sci 1 SCDE-1,1,25,0,S 9AM-12PM lec LH 309
